"Geo","Year","TotEmp","RetEmp","SvcEmp"
3324,2045,10,0,10
3325,2045,6,0,6
3326,2045,146,0,146
3327,2045,2801,17,2667
3328,2045,195,148,47
3329,2045,55,1,51
3330,2045,696,489,194
3331,2045,77,36,41
3332,2045,38,1,24
3333,2045,162,90,72
3334,2045,99,6,93
3335,2045,3256,647,2547
3336,2045,562,285,252
3337,2045,417,353,53
3338,2045,185,25,145
3339,2045,138,118,5
3340,2045,395,40,216
3341,2045,427,54,298
3342,2045,351,20,312
3343,2045,260,44,205
3344,2045,52,49,3
3345,2045,100,66,31
3346,2045,6278,4470,1725
3347,2045,3160,837,2215
3348,2045,447,157,262
3349,2045,463,86,338
3350,2045,352,156,146
3351,2045,56,12,45
3352,2045,787,457,268
3353,2045,711,125,437
3354,2045,600,140,368
3355,2045,911,153,724
3356,2045,358,0,10
3357,2045,658,95,117
3358,2045,1934,74,399
3359,2045,140,44,86
3360,2045,1150,5,413
3361,2045,355,22,293
3362,2045,339,233,106
3363,2045,194,95,77
3364,2045,168,39,117
3365,2045,28,12,9
3366,2045,649,282,346
3367,2045,2602,158,186
3368,2045,2520,52,2338
3369,2045,528,343,182
3370,2045,406,15,355
3371,2045,29,4,20
3372,2045,267,16,154
3373,2045,301,64,222
3374,2045,347,187,155
3375,2045,48,6,33
3376,2045,121,2,101
3377,2045,32,1,25
3378,2045,308,253,55
3379,2045,697,202,361
3380,2045,23,20,3
3381,2045,355,80,160
3382,2045,1341,37,140
3383,2045,317,106,201
3384,2045,55,6,26
3385,2045,223,44,171
3386,2045,592,84,94
3387,2045,263,95,154
3388,2045,28,6,18
3389,2045,105,31,70
3390,2045,2584,87,2397
3391,2045,488,72,379
3392,2045,72,20,51
3393,2045,2372,514,1697
3394,2045,13,0,5
3395,2045,0,0,0
3396,2045,537,0,48
3397,2045,133,3,113
3398,2045,72,72,0
3399,2045,120,2,102
3400,2045,117,52,52
3401,2045,980,97,431
3402,2045,164,22,110
3403,2045,102,15,86
3404,2045,136,122,14
3405,2045,220,25,182
3406,2045,15,0,15
3407,2045,291,143,129
3409,2045,176,112,61
3410,2045,1074,797,269
3411,2045,294,83,198
3412,2045,359,25,315
3413,2045,68,9,56
3414,2045,118,6,101
3415,2045,591,159,398
3416,2045,305,0,305
3417,2045,46,12,32
3418,2045,382,178,107
3419,2045,2533,135,2317
3420,2045,118,75,40
3421,2045,83,17,26
3422,2045,259,106,66
3423,2045,2255,135,2008
3424,2045,106,51,45
3425,2045,110,0,94
3426,2045,31,10,21
3427,2045,296,185,100
3428,2045,166,94,64
3429,2045,171,24,124
3431,2045,1979,1042,918
3432,2045,10314,2755,7442
3433,2045,949,36,911
3434,2045,2045,78,1952
3436,2045,5830,864,4809
3437,2045,330,183,147
3438,2045,3023,1701,1312
3439,2045,936,355,561
3440,2045,1209,597,553
3441,2045,628,503,125
3442,2045,684,202,446
3443,2045,880,9,660
3444,2045,603,204,368
3445,2045,1029,348,521
3446,2045,0,0,0
3447,2045,700,7,676
3449,2045,733,158,344
3450,2045,1779,244,1450
3451,2045,561,131,251
3452,2045,934,385,451
3453,2045,1664,362,1117
3454,2045,1385,442,823
3455,2045,115,55,57
3456,2045,776,14,675
3458,2045,1786,265,1418
3459,2045,119,13,95
3460,2045,293,30,263
3461,2045,50,13,4
3462,2045,978,294,534
3463,2045,60,33,25
3464,2045,198,31,61
3465,2045,13178,4479,7169
3466,2045,810,593,158
3467,2045,1822,1127,518
3469,2045,370,43,72
3470,2045,300,130,170
3471,2045,325,135,187
3472,2045,597,215,323
3473,2045,423,125,296
3474,2045,632,396,237
3475,2045,300,133,87
3476,2045,225,68,79
3477,2045,820,583,233
3478,2045,534,28,462
3479,2045,131,8,107
3481,2045,340,83,51
3482,2045,1940,1424,506
3483,2045,88,0,87
3484,2045,155,79,60
3485,2045,1349,787,544
3486,2045,184,19,159
3488,2045,25,23,2
3489,2045,107,10,97
3490,2045,316,86,229
3491,2045,736,654,82
3492,2045,837,666,159
3493,2045,577,374,195
3494,2045,2150,1225,907
3496,2045,4013,161,3486
3498,2045,350,9,340
3499,2045,345,77,259
3500,2045,351,48,299
3501,2045,96,44,46
3502,2045,832,505,325
3503,2045,838,1,55
3504,2045,246,7,239
3505,2045,172,148,24
3506,2045,67,49,17
3507,2045,107,39,66
3508,2045,148,68,66
3510,2045,16,7,9
3511,2045,57,41,16
3512,2045,397,24,363
3513,2045,971,768,197
3514,2045,176,7,154
3515,2045,174,44,120
3516,2045,613,442,153
3517,2045,0,0,0
3518,2045,13,0,12
3519,2045,7,0,7
3520,2045,30,3,26
3521,2045,66,5,59
3522,2045,864,187,655
3523,2045,562,38,452
3524,2045,1230,515,622
3525,2045,367,63,195
3526,2045,307,263,44
3527,2045,424,120,89
3528,2045,469,171,154
3529,2045,758,621,137
3530,2045,506,156,343
3531,2045,2003,290,1048
3532,2045,200,17,120
3533,2045,3096,803,1372
3536,2045,4414,330,922
3537,2045,2022,262,1059
3538,2045,3200,630,1190
3539,2045,2017,222,408
3540,2045,3100,1572,1512
3541,2045,929,529,369
3542,2045,751,247,471
3543,2045,55,15,40
3544,2045,236,7,34
3545,2045,654,125,500
3546,2045,269,187,82
3547,2045,314,2,17
3548,2045,1937,1290,210
3549,2045,620,368,244
3550,2045,1142,950,187
3551,2045,118,101,17
3552,2045,938,0,0
3553,2045,2,0,2
3554,2045,107,52,53
3555,2045,193,46,147
3557,2045,538,97,345
3558,2045,547,181,258
3559,2045,408,277,124
3560,2045,414,139,271
3561,2045,346,140,156
3562,2045,673,151,238
3563,2045,1036,685,270
3564,2045,359,160,172
3565,2045,565,52,480
3566,2045,320,21,271
3567,2045,416,159,235
3568,2045,656,305,343
3569,2045,1210,494,659
3570,2045,167,2,143
3571,2045,816,55,185
3572,2045,497,194,302
3573,2045,881,245,568
3574,2045,91,29,54
3575,2045,1144,278,841
3576,2045,1066,70,422
3577,2045,657,175,438
3578,2045,445,193,236
3579,2045,241,63,147
3580,2045,504,167,221
3581,2045,829,161,298
3582,2045,1057,502,535
3583,2045,752,17,478
3584,2045,377,159,212
3585,2045,103,23,80
3586,2045,995,364,561
3587,2045,551,26,432
3588,2045,138,117,19
3589,2045,552,12,488
3590,2045,1563,1141,403
3591,2045,219,33,176
3592,2045,1080,731,348
3593,2045,89,80,8
3594,2045,757,384,363
3595,2045,807,229,512
3596,2045,52,3,48
3597,2045,540,209,313
3598,2045,222,45,154
3599,2045,300,129,154
3600,2045,311,202,109
3601,2045,277,134,132
3602,2045,14,2,9
3603,2045,881,205,570
3604,2045,399,232,152
3605,2045,46,9,17
3606,2045,426,178,241
3607,2045,2467,15,2340
3608,2045,2152,783,1264
3609,2045,795,204,465
3610,2045,1500,411,605
3611,2045,262,237,25
3612,2045,268,117,143
3613,2045,829,83,585
3614,2045,4744,4000,626
3615,2045,424,70,351
3616,2045,235,191,44
3617,2045,21,2,19
3618,2045,305,180,102
3619,2045,202,0,202
3620,2045,783,534,245
3621,2045,463,84,374
3622,2045,875,338,515
3623,2045,40,25,15
3624,2045,118,51,52
3625,2045,1456,777,537
3626,2045,52,0,50
3627,2045,132,33,60
3628,2045,1088,455,584
3629,2045,296,14,280
3630,2045,845,405,439
3631,2045,176,140,35
3632,2045,79,48,31
3633,2045,298,59,228
3634,2045,243,84,113
3635,2045,701,125,373
3636,2045,1278,441,654
3638,2045,315,76,132
3639,2045,480,349,121
3640,2045,286,230,56
3641,2045,286,32,124
3642,2045,264,21,224
3643,2045,139,85,46
3644,2045,153,88,62
3645,2045,3024,1835,1085
3646,2045,549,186,290
3648,2045,354,145,202
3649,2045,255,58,197
3650,2045,807,204,273
3651,2045,614,395,212
3652,2045,678,61,616
3653,2045,894,541,343
3654,2045,42,12,29
3655,2045,607,334,267
3656,2045,236,70,154
3657,2045,418,125,293
3658,2045,134,5,45
3659,2045,3,0,0
3660,2045,40,2,3
3661,2045,401,347,54
3662,2045,737,122,526
3663,2045,22,6,16
3664,2045,841,189,604
3665,2045,201,23,151
3666,2045,61,12,43
3667,2045,428,188,153
3668,2045,603,223,319
3669,2045,965,501,261
3670,2045,1334,834,459
3671,2045,599,274,124
3672,2045,652,306,305
3673,2045,0,0,0
3674,2045,132,3,114
3675,2045,128,3,110
3676,2045,149,78,66
3677,2045,0,0,0
3678,2045,142,4,104
3679,2045,0,0,0
3680,2045,456,406,49
3681,2045,0,0,0
3682,2045,19,6,12
3683,2045,0,0,0
3684,2045,118,0,12
3685,2045,394,51,339
3686,2045,534,174,167
3687,2045,686,177,269
3688,2045,1159,261,28
3689,2045,587,258,307
3690,2045,246,142,104
3691,2045,178,25,123
3692,2045,550,489,61
3693,2045,0,0,0
3694,2045,2,0,2
3695,2045,158,5,140
3696,2045,1506,2,1436
3697,2045,345,175,162
3698,2045,491,73,385
3699,2045,2320,263,1128
3700,2045,2088,71,684
3701,2045,469,113,247
3702,2045,382,347,28
3703,2045,262,37,55
3704,2045,198,34,152
3705,2045,0,0,0
3706,2045,209,115,93
3707,2045,116,47,60
3708,2045,1350,94,1236
3709,2045,1163,951,212
3710,2045,109,3,102
3711,2045,3427,509,2574
3712,2045,537,281,256
3713,2045,635,274,331
3714,2045,712,315,342
3715,2045,757,468,159
3716,2045,241,181,48
3717,2045,734,103,605
3718,2045,596,32,532
3719,2045,0,0,0
3720,2045,8,2,5
3721,2045,3,3,0
3722,2045,3099,156,2635
3723,2045,3993,389,3433
3724,2045,674,170,501
3725,2045,555,178,301
3726,2045,478,45,399
3727,2045,697,63,512
3728,2045,470,306,154
3729,2045,534,269,248
3730,2045,1884,76,1732
3731,2045,793,438,331
3732,2045,130,2,113
3733,2045,346,152,32
3734,2045,685,118,566
3735,2045,931,166,731
3736,2045,407,8,342
3737,2045,952,200,375
3738,2045,1023,247,718
3739,2045,131,104,27
3741,2045,1866,1099,527
3742,2045,546,118,406
3743,2045,825,349,448
3744,2045,632,450,159
3745,2045,25,7,17
3746,2045,491,284,146
3747,2045,121,24,82
3748,2045,814,241,466
3749,2045,580,112,193
3750,2045,761,605,18
3752,2045,362,10,287
3753,2045,1379,544,365
3754,2045,1409,534,473
3755,2045,3990,1056,2286
3756,2045,1468,1026,274
3757,2045,358,223,110
3758,2045,2408,1323,1057
3759,2045,1905,761,857
3760,2045,1462,227,1202
3761,2045,547,183,359
3762,2045,178,111,67
3763,2045,1364,14,1287
3764,2045,376,193,179
3765,2045,946,563,373
3766,2045,597,22,527
3767,2045,91,30,61
3768,2045,492,67,397
3769,2045,445,359,62
3770,2045,542,59,79
3771,2045,63,22,41
3772,2045,259,117,114
3773,2045,278,202,28
3774,2045,20,17,2
3775,2045,1425,71,1089
3776,2045,613,140,413
3777,2045,314,33,218
3778,2045,666,182,431
3779,2045,1237,599,270
3780,2045,283,140,143
3781,2045,1641,1496,129
3782,2045,757,737,20
3783,2045,615,55,518
3785,2045,218,66,30
3786,2045,1579,28,1475
3787,2045,367,222,121
3788,2045,197,97,97
3789,2045,116,10,78
3790,2045,266,48,84
3791,2045,359,24,263
3792,2045,330,228,84
3793,2045,195,16,59
3794,2045,23,0,0
3795,2045,631,79,345
3796,2045,712,3,153
3797,2045,56,5,1
3798,2045,148,0,141
3799,2045,44,0,2
3800,2045,179,38,68
3801,2045,14,1,13
3802,2045,100,0,33
3803,2045,13,12,0
3804,2045,483,202,193
3805,2045,224,181,44
3806,2045,0,0,0
3807,2045,420,209,198
3808,2045,568,214,275
3809,2045,176,62,41
3810,2045,783,324,154
3811,2045,750,217,485
3812,2045,59,16,40
3813,2045,11,0,10
3814,2045,18,0,12
3815,2045,18,2,4
3816,2045,21,0,1
3817,2045,350,0,94
3818,2045,20,7,13
3819,2045,31,13,18
3820,2045,9,0,3
3821,2045,7,6,1
3822,2045,434,7,0
3823,2045,3,0,3
3824,2045,10,0,8
3825,2045,6,0,6
3826,2045,427,0,5
3827,2045,118,49,34
3828,2045,7,0,7
3829,2045,194,5,170
3830,2045,213,206,5
3831,2045,20,7,12
3832,2045,235,126,56
3833,2045,47,0,6
3834,2045,995,195,615
3835,2045,69,0,17
3836,2045,1,1,0
3837,2045,35,15,15
3838,2045,55,2,11
3839,2045,916,98,745
3840,2045,2201,954,873
3841,2045,6,3,1
3842,2045,70,15,50
3843,2045,44,31,7
3844,2045,271,87,170
3845,2045,348,10,310
3846,2045,185,7,142
3847,2045,341,19,259
3848,2045,516,312,173
3849,2045,789,423,349
3850,2045,12,0,11
3851,2045,4,0,4
3852,2045,35,9,23
3853,2045,0,0,0
3854,2045,200,129,41
3855,2045,183,0,167
3856,2045,13,1,12
3857,2045,228,3,134
3858,2045,53,6,35
3859,2045,5,0,5
3860,2045,95,76,19
3861,2045,0,0,0
3863,2045,118,16,2
3864,2045,161,0,15
3865,2045,218,10,6
3866,2045,1005,797,204
3867,2045,0,0,0
3868,2045,1122,166,15
3869,2045,1356,717,210
3871,2045,2179,583,688
3872,2045,2705,0,7
3873,2045,1207,25,0
3874,2045,590,462,0
3875,2045,582,111,7
3876,2045,1565,1257,174
3877,2045,10,1,9
3878,2045,0,0,0
3879,2045,42,17,25
3880,2045,19,2,9
3881,2045,0,0,0
3882,2045,858,173,139
3883,2045,83,31,3
3884,2045,31,0,30
3885,2045,12,3,9
3886,2045,16,0,16
3887,2045,93,26,63
3888,2045,7,2,5
3889,2045,0,0,0
3890,2045,0,0,0
3891,2045,20,19,0
3893,2045,0,0,0
3895,2045,97,92,2
3896,2045,0,0,0
3897,2045,12,1,9
3899,2045,28,28,0
3901,2045,272,51,1
3902,2045,476,71,363
3903,2045,168,33,70
3904,2045,301,2,0
3906,2045,473,113,360
3907,2045,78,32,41
3908,2045,52,2,50
3909,2045,3,3,0
3910,2045,0,0,0
3911,2045,10,10,0
3912,2045,10,5,5
3913,2045,4,3,0
3914,2045,0,0,0
3915,2045,6,0,6
3916,2045,19,14,1
3917,2045,0,0,0
3918,2045,0,0,0
3919,2045,3,0,3
3920,2045,12,10,2
3921,2045,90,6,30
3922,2045,396,192,179
3923,2045,958,47,0
3924,2045,1469,483,885
3925,2045,737,91,43
3927,2045,1038,428,421
3928,2045,509,222,5
3929,2045,440,194,187
3930,2045,889,560,167
3931,2045,227,8,204
3932,2045,1359,315,737
3933,2045,0,0,0
3934,2045,6,4,0
3935,2045,13,10,2
3936,2045,2,0,1
3937,2045,6,0,0
3938,2045,20,0,20
3939,2045,23,15,8
3940,2045,0,0,0
3941,2045,137,79,18
3942,2045,28,25,2
3943,2045,0,0,0
3944,2045,1,0,1
3945,2045,7,6,1
3946,2045,7,0,7
3947,2045,3,0,3
3948,2045,13,1,12
3949,2045,75,0,52
3950,2045,0,0,0
3951,2045,1067,39,1028
3952,2045,85,72,12
3953,2045,60,45,15
3954,2045,317,99,151
3955,2045,736,317,335
3956,2045,103,13,91
3957,2045,172,5,38
3958,2045,44,12,18
3959,2045,0,0,0
3960,2045,0,0,0
3961,2045,0,0,0
3962,2045,9,0,8
3963,2045,5,1,3
3964,2045,91,0,8
3965,2045,79,5,75
3966,2045,39,17,1
3967,2045,2,0,2
3968,2045,55,51,5
3969,2045,0,0,0
3970,2045,3,3,0
3971,2045,7,0,0
3972,2045,12,5,0
3973,2045,56,0,56
3974,2045,33,0,33
3975,2045,159,2,5
3976,2045,558,8,273
3977,2045,46,21,25
3978,2045,14,0,14
3979,2045,4,0,4
3980,2045,0,0,0
3981,2045,5,0,5
3982,2045,14,12,0
3983,2045,168,89,71
3984,2045,91,5,56
3985,2045,1,0,1
3987,2045,1,0,1
3989,2045,5,0,3
3990,2045,101,32,1
3991,2045,0,0,0
3992,2045,5,0,4
3993,2045,0,0,0
3994,2045,0,0,0
3995,2045,6,4,2
3996,2045,589,436,138
3997,2045,48,13,20
3998,2045,30,14,12
3999,2045,35,3,32
4000,2045,53,23,24
4001,2045,154,9,135
4002,2045,61,8,50
4003,2045,10,6,3
4004,2045,91,64,17
4005,2045,142,32,102
4006,2045,21,0,20
4007,2045,148,31,117
4008,2045,91,60,28
4009,2045,717,308,384
4010,2045,301,267,33
4011,2045,60,19,38
4012,2045,506,168,110
4013,2045,643,325,301
4014,2045,43,6,37
4015,2045,15,6,3
4017,2045,52,3,34
4018,2045,24,0,3
4019,2045,5,0,3
4020,2045,0,0,0
4021,2045,0,0,0
4022,2045,9,8,1
4023,2045,6,2,4
4024,2045,17,7,9
4025,2045,12,12,0
4026,2045,24,0,24
4027,2045,3,0,0
4028,2045,2,2,0
4029,2045,1,0,0
4030,2045,48,2,9
4031,2045,10,1,9
4032,2045,46,21,21
4033,2045,50,49,1
4034,2045,142,38,82
4035,2045,30,5,23
4036,2045,12,0,5
4037,2045,365,262,31
4038,2045,0,0,0
4039,2045,2,0,2
4040,2045,0,0,0
4041,2045,16,8,6
4042,2045,16,1,0
4043,2045,3,0,3
4044,2045,184,90,57
4045,2045,93,52,28
4046,2045,306,17,118
4047,2045,1050,483,264
4048,2045,161,137,24
4049,2045,224,92,122
4050,2045,322,100,212
4051,2045,722,321,315
4052,2045,416,102,252
4053,2045,13,0,8
4054,2045,13,13,0
4055,2045,3,0,3
4056,2045,2,0,0
4057,2045,0,0,0
4058,2045,2,1,0
4059,2045,15,0,10
4060,2045,31,4,27
4061,2045,3,0,3
4062,2045,0,0,0
4063,2045,0,0,0
4064,2045,9,7,2
4065,2045,0,0,0
4066,2045,8,0,7
4067,2045,14,4,1
4068,2045,2,0,2
4069,2045,89,89,0
4070,2045,0,0,0
4071,2045,0,0,0
4072,2045,6,3,3
4073,2045,30,25,5
4074,2045,0,0,0
4075,2045,1,0,0
4076,2045,21,17,3
4077,2045,1,0,0
4078,2045,20,0,2
4079,2045,3,0,3
4080,2045,440,159,268
4081,2045,406,183,84
4082,2045,196,76,56
4083,2045,96,22,23
4084,2045,36,22,12
4085,2045,4403,2922,1119
4086,2045,2743,895,627
4087,2045,1728,165,1383
4088,2045,337,174,146
4089,2045,3668,280,3033
4090,2045,98,49,38
4091,2045,227,22,189
4092,2045,804,434,330
4093,2045,367,324,43
4094,2045,1649,1,1577
4095,2045,7,0,7
4096,2045,308,98,169
4097,2045,1368,299,864
4098,2045,2412,665,1383
4099,2045,307,4,109
4100,2045,1164,841,299
4101,2045,459,13,399
4102,2045,2662,23,2453
4103,2045,363,8,344
4104,2045,7447,2835,4226
4105,2045,4666,1248,3349
4106,2045,2268,575,1682
4107,2045,1282,141,986
4108,2045,2085,1413,596
4109,2045,2396,330,1909
4110,2045,5734,2408,2915
4111,2045,110,16,81
4112,2045,4307,2317,1765
4113,2045,4318,1364,1973
4114,2045,566,120,444
4115,2045,2199,1233,929
4116,2045,1421,765,646
4117,2045,1473,438,707
4118,2045,730,163,539
4119,2045,154,36,66
4120,2045,4164,1403,2390
4121,2045,288,59,221
4122,2045,4027,1008,2637
4123,2045,1946,114,1131
4124,2045,1164,849,266
4125,2045,6535,1580,3915
4126,2045,2794,1484,1268
4127,2045,3158,959,2027
4128,2045,4365,1287,3042
4129,2045,2715,241,2022
4130,2045,157,11,130
4131,2045,1645,573,1039
4132,2045,196,106,53
4133,2045,720,295,408
4134,2045,310,125,182
4135,2045,787,60,718
4136,2045,600,20,69
4137,2045,1302,953,308
4138,2045,969,174,793
4139,2045,1028,221,773
4140,2045,221,22,123
4141,2045,507,243,259
4142,2045,5807,1200,4134
4143,2045,6360,509,5512
4144,2045,5369,653,3958
4145,2045,24142,6617,15660
4146,2045,3922,2584,1277
4147,2045,577,112,122
4148,2045,1038,294,416
4149,2045,80,54,12
4150,2045,2681,1734,678
4151,2045,138,14,86
4152,2045,2305,349,1748
4153,2045,992,471,497
4154,2045,1771,473,324
4155,2045,402,15,172
4156,2045,774,83,646
4157,2045,828,185,485
4158,2045,1032,361,195
4159,2045,2418,791,881
4160,2045,1286,236,408
4161,2045,31,28,3
4162,2045,6888,700,5600
4163,2045,1462,604,498
4164,2045,359,271,64
4165,2045,41,24,15
