Geo,Year,Latitude,Longitude
48339691302,2019,30.1515861,-95.4963819
48339691602,2019,30.1340148,-95.4526519
48339693102,2019,30.2977997,-95.4166725
48201233105,2019,29.7830028,-95.1613706
48201252201,2019,29.8265714,-95.1639591
48201232404,2019,29.8332625,-95.192846
48201232203,2019,29.9240272,-95.2283317
48201232306,2019,29.8442707,-95.2011225
48201541603,2019,29.8430246,-95.6544993
48201221701,2019,29.8768807,-95.3797448
48201330801,2019,29.6054427,-95.3264973
48201333502,2019,29.6670118,-95.2847899
48201321301,2019,29.6494261,-95.2190701
48201321102,2019,29.6278462,-95.2136038
48201321002,2019,29.6398866,-95.2257862
48201333903,2019,29.6217835,-95.237683
48201221301,2019,29.8524559,-95.3782561
48201552401,2019,29.9314561,-95.5970688
48201552402,2019,29.9448636,-95.5965247
48201551202,2019,29.9708756,-95.506244
48201551201,2019,29.9779481,-95.499204
48201552502,2019,29.9554541,-95.5726421
48201552501,2019,29.9454743,-95.5802668
48201552603,2019,29.9608453,-95.5571827
48201552604,2019,29.9641416,-95.5739305
48201552702,2019,29.9812593,-95.5575315
48201552801,2019,29.9862036,-95.5368629
48201554807,2019,30.0325717,-95.5932091
48201532101,2019,29.8440369,-95.4780006
48201532504,2019,29.8940267,-95.5084176
48201532503,2019,29.8933089,-95.517939
48201534204,2019,29.8833074,-95.5366596
48201534205,2019,29.8939622,-95.5409747
48201534102,2019,29.9122939,-95.5115352
48201534101,2019,29.9170973,-95.5375312
48201540101,2019,29.8383069,-95.5863003
48201540102,2019,29.8685925,-95.5812725
48201540903,2019,29.9059343,-95.6255423
48201522002,2019,29.8263308,-95.5307746
48201551101,2019,29.9871263,-95.4877052
48201554905,2019,30.0607627,-95.5315074
48201541005,2019,29.9119752,-95.6324988
48201541004,2019,29.9232994,-95.640396
48201554804,2019,30.0619957,-95.5594107
48201350102,2019,29.5644702,-95.2310779
48201555002,2019,30.062073,-95.4871411
48201554906,2019,30.0530825,-95.5008906
48201553804,2019,30.0349909,-95.5302634
48201553803,2019,30.0369524,-95.5207019
48201240804,2019,30.0274141,-95.425315
48201241302,2019,30.0584637,-95.4162491
48201555704,2019,30.0131548,-95.7659789
48201554404,2019,29.977581,-95.640576
48201555505,2019,30.0146297,-95.6149184
48201250305,2019,29.9688045,-95.2133443
48201250901,2019,30.0439916,-95.1642092
48201521402,2019,29.824482,-95.503472
48201520501,2019,29.8148906,-95.4713169
48201521701,2019,29.8582185,-95.5307509
48201551901,2019,29.9034698,-95.5860688
48201240903,2019,30.0272748,-95.3003066
48201240904,2019,30.0122897,-95.2792805
48201241104,2019,30.0555703,-95.3649226
48201241001,2019,30.0351908,-95.3443265
48201350804,2019,29.5123709,-95.1496765
48201554808,2019,30.0372701,-95.5754111
48201550202,2019,29.9568578,-95.4315035
48201550201,2019,29.9602099,-95.4216347
48201551705,2019,29.9183115,-95.5761904
48201521702,2019,29.8450801,-95.5069575
48201552304,2019,29.9619098,-95.5989319
48201550307,2019,30.0031352,-95.4498177
48201550308,2019,29.9894493,-95.428432
48201252001,2019,29.9421567,-95.1870929
48201554908,2019,30.0886061,-95.5465971
48201520603,2019,29.806804,-95.4870314
48201521201,2019,29.8070095,-95.5037111
48201250405,2019,29.9888114,-95.1692973
48201250303,2019,29.9433313,-95.2393538
48201250201,2019,29.9501906,-95.2569333
48201532004,2019,29.8498715,-95.4657071
48201532003,2019,29.8607474,-95.4707212
48201541207,2019,29.9020348,-95.6764308
48167990100,2019,29.4659679,-94.7624373
48201454801,2019,29.7707516,-95.7433909
48201552901,2019,29.9937663,-95.5061963
48201240703,2019,30.0007605,-95.4126939
48201240101,2019,29.9427937,-95.3917008
48201333906,2019,29.6056656,-95.2580461
48201252303,2019,29.7936799,-95.1468291
48201252305,2019,29.8058566,-95.1497428
48201542004,2019,29.8044932,-95.7125097
48201542401,2019,29.7953916,-95.7245276
48201543004,2019,29.956583,-95.7461191
48201554407,2019,29.9887021,-95.6857695
48201423303,2019,29.6601449,-95.51088
48201422403,2019,29.6617735,-95.4967033
48201541901,2019,29.8067448,-95.6962227
48201541301,2019,29.8719383,-95.6528696
48201330802,2019,29.5951606,-95.3870003
48201421602,2019,29.7021226,-95.4804176
48201413204,2019,29.6991945,-95.4246003
48201541703,2019,29.8023949,-95.6658103
48201555703,2019,30.0004953,-95.7489515
48201542901,2019,29.8147304,-95.7618657
48201330902,2019,29.605594,-95.404806
48201542902,2019,29.8387065,-95.800019
48201542303,2019,29.8128248,-95.7272176
48201555404,2019,30.0821798,-95.6173684
48201422501,2019,29.6746648,-95.5011866
48201411901,2019,29.7289065,-95.4018496
48201541604,2019,29.835942,-95.6796105
48201330102,2019,29.6347678,-95.4165137
48201251505,2019,30.0563112,-95.1716075
48201542001,2019,29.8209048,-95.7145336
48201542402,2019,29.7927912,-95.7388598
48201330901,2019,29.617472,-95.3983444
48201541402,2019,29.8537562,-95.6574109
