Geo,Year,TotEmp,RetEmp,SvcEmp
3339,2045,240,206,8
3340,2045,785,80,427
3341,2045,525,88,335
3342,2045,678,40,600
3343,2045,447,76,351
3344,2045,52,49,3
3345,2045,174,114,54
3346,2045,6682,4713,1875
3347,2045,2749,728,1926
3348,2045,485,174,283
3349,2045,473,83,353
3350,2045,446,142,219
3351,2045,98,20,78
3352,2045,1247,780,368
3353,2045,1023,187,595
3354,2045,1020,244,616
3355,2045,1536,266,1212
3356,2045,622,0,18
3357,2045,1144,166,204
3358,2045,2322,120,473
3359,2045,244,76,150
3360,2045,1687,5,509
3361,2045,594,38,486
3362,2045,590,406,184
3363,2045,338,166,134
3364,2045,292,68,204
3365,2045,48,20,16
3366,2045,1128,490,602
3367,2045,4526,274,324
3368,2045,2294,90,2075
3369,2045,918,596,316
3370,2045,694,26,606
3371,2045,58,8,40
3372,2045,464,28,268
3373,2045,524,112,386
3374,2045,604,326,270
3375,2045,84,10,58
3376,2045,210,4,176
3377,2045,56,2,44
3378,2045,536,440,96
3379,2045,1097,352,628
3380,2045,40,34,6
3381,2045,618,140,278
3382,2045,1649,64,244
3383,2045,552,184,350
3384,2045,96,10,46
3385,2045,388,76,298
3386,2045,672,146,164
3387,2045,456,166,266
3388,2045,48,10,32
3389,2045,182,54,122
3390,2045,2712,152,2467
3391,2045,848,126,660
3392,2045,126,34,88
3393,2045,2398,535,1683
3394,2045,22,0,8
3395,2045,0,0,0
3396,2045,934,0,84
3397,2045,116,3,98
3398,2045,63,63,0
3399,2045,106,2,89
3400,2045,204,90,90
3401,2045,1680,168,726
3402,2045,286,38,192
3403,2045,178,26,150
3404,2045,118,106,12
3405,2045,267,41,209
3406,2045,26,0,26
3407,2045,447,189,224
3409,2045,306,194,106
3410,2045,1753,1271,468
3411,2045,375,140,220
3412,2045,610,44,534
3413,2045,118,16,98
3414,2045,131,7,109
3415,2045,514,138,346
3416,2045,506,0,506
3417,2045,80,20,56
3418,2045,664,310,186
3419,2045,2441,173,2172
3420,2045,179,129,47
3421,2045,144,30,46
3422,2045,450,184,114
3423,2045,2096,234,1751
3424,2045,184,88,78
3425,2045,192,0,164
3426,2045,54,18,36
3427,2045,514,322,174
3428,2045,288,164,112
3429,2045,298,42,216
3431,2045,3433.7,1770.25,1646.4
3432,2045,17788.45,4892.8,12819.25
3433,2045,1635.25,63.55,1571.7
3434,2045,3492.9,128.4,3345.2
3436,2045,9154.75,1392.05,7658.7
3437,2045,586.35,325.95,260.4
3438,2045,5389.45,3031.95,2343.25
3439,2045,1444,473,938
3440,2045,2071.55,994.95,1022.45
3441,2045,1093,874,219
3442,2045,1219.75,360.8,827.95
3443,2045,1522.25,16.4,1324.85
3444,2045,1038,354,630
3445,2045,1790,606,906
3446,2045,0,0,0
3447,2045,1142,12,1104
3449,2045,1274,274,598
3450,2045,1824,375,1342
3451,2045,976,228,436
3452,2045,1463,664,639
3453,2045,2069,621,1213
3454,2045,2107,762,1187
3455,2045,205,98.4,102.5
3456,2045,1330.75,23.6,1204.9
3458,2045,3616.3,541.25,2968.9
3459,2045,243.95,26.65,194.75
3460,2045,598.65,61.5,537.15
3461,2045,102.5,26.65,42.85
3462,2045,1977.9,601.7,1100.2
3463,2045,123,67.65,51.25
3464,2045,405.9,63.55,215.35
3465,2045,26150.9,9177.95,15493.95
3466,2045,1406,1032,272
3467,2045,3168,1960,900
3469,2045,644,74,126
3470,2045,522,226,296
3471,2045,500,168,326
3472,2045,1036,374,560
3473,2045,734,218,512
3474,2045,1127.5,705.2,422.3
3475,2045,535.05,237.8,224.05
3476,2045,401.8,120.95,199.2
3477,2045,1461.65,1039.35,419.3
3478,2045,927.2,49.2,826.35
3479,2045,233.7,14.35,190.65
3481,2045,606.8,147.6,279.2
3482,2045,3458.35,2537.9,902
3483,2045,180.4,0,178.35
3484,2045,270,138,104
3485,2045,2749.45,1613.35,1101.3
3486,2045,372.2,38.95,320.95
3488,2045,44,40,4
3489,2045,186,18,168
3490,2045,550,150,398
3491,2045,1312,1166.45,145.55
3492,2045,1456,1158,276
3493,2045,998,650,334
3494,2045,3740,2130,1578
3496,2045,3685.5,148,3535.4
3498,2045,584,16,568
3499,2045,600,134,450
3500,2045,719.55,98.4,612.95
3501,2045,192,88,92
3502,2045,1661.6,1035.25,626.35
3503,2045,1458,2,96
3504,2045,404,12,392
3505,2045,220,177,43
3506,2045,116,86,30
3507,2045,186,68,114
3508,2045,258,118,114
3510,2045,28,12,16
3511,2045,100,72,28
3512,2045,556,38,508
3513,2045,879,699,175
3514,2045,169,6,138
3515,2045,302,76,208
3516,2045,909,741,151
3517,2045,0,0,0
3518,2045,22,0,20
3519,2045,12,0,12
3520,2045,52,6,46
3521,2045,114,8,102
3522,2045,1679,373,1262
3523,2045,1119,76,899
3524,2045,2140,896,1082
3525,2045,633,110,335
3526,2045,534,458,76
3527,2045,738,208,154
3528,2045,816,298,268
3529,2045,1318,1080,238
3530,2045,875,272,591
3531,2045,3418,499,1761
3532,2045,348,30,208
3533,2045,5380,1393,2386
3536,2045,7659,550,1611
3537,2045,3510,456,1836
3538,2045,5493,1032,2061
3539,2045,3508,386,710
3540,2045,5393,2748,2617
3541,2045,1284,889,368
3542,2045,1301,430,815
3543,2045,96,26,70
3544,2045,410,12,60
3545,2045,706,204,477
3546,2045,277,165,112
3547,2045,546,4,30
3548,2045,2134,1178,198
3549,2045,799,509,283
3550,2045,1563,1317,241
3551,2045,206,176,30
3552,2045,1632,0,0
3553,2045,4,0,4
3554,2045,186,90,92
3555,2045,336,80,256
3557,2045,936,168,600
3558,2045,928,290,448
3559,2045,710,482,216
3560,2045,715,242,467
3561,2045,602,244,272
3562,2045,1051,166,391
3563,2045,1622,1157,337
3564,2045,624,278,300
3565,2045,972,90,824
3566,2045,551,36,467
3567,2045,663,228,395
3568,2045,1116,530,572
3569,2045,1904,680,1132
3570,2045,290,4,248
3571,2045,1420,96,322
3572,2045,661,178,483
3573,2045,1532,426,988
3574,2045,158,50,94
3575,2045,1794,363,1388
3576,2045,1584,116,499
3577,2045,746,248,447
3578,2045,774,336,410
3579,2045,335,108,180
3580,2045,876,290,384
3581,2045,1280,154,489
3582,2045,1250,555,674
3583,2045,790,18,491
3584,2045,436,159,265
3585,2045,206,46,160
3586,2045,1199,435,664
3587,2045,741,46,553
3588,2045,276,234,38
3589,2045,767,13,677
3590,2045,2943,2276,641
3591,2045,438,66,352
3592,2045,1645,1074,571
3593,2045,154,140,14
3594,2045,1309,668,625
3595,2045,821,234,511
3596,2045,90,6,84
3597,2045,777,224,521
3598,2045,384,78,266
3599,2045,522,224,268
3600,2045,429,240,189
3601,2045,552,268,262
3602,2045,28,4,18
3603,2045,1762,410,1140
3604,2045,694,404,264
3605,2045,80,16,30
3606,2045,852,356,482
3607,2045,2517.75,27.95,2489.8
3608,2045,2921,927,1841
3609,2045,1341,315,890
3610,2045,2408,723,1180
3611,2045,524,474,50
3612,2045,692,199,477
3613,2045,1469,166,1136
3614,2045,8019,6749,1040
3615,2045,829,140,683
3616,2045,410,334,76
3617,2045,42,4,38
3618,2045,502,252,204
3619,2045,380,0,380
3620,2045,1356,945,407
3621,2045,897,168,719
3622,2045,1647,672,931
3623,2045,80,50,30
3624,2045,236,102,104
3625,2045,2753,1528,953
3626,2045,104,0,100
3627,2045,264,66,120
3628,2045,1876,792,1000
3629,2045,568,28,536
3630,2045,1661,810,849
3631,2045,352,280,70
3632,2045,158,96,62
3633,2045,586,118,446
3634,2045,486,168,226
3635,2045,1075,168,613
3636,2045,1807,590,895
3638,2045,629,152,263
3639,2045,961,698,243
3640,2045,572,460,112
3641,2045,572,64,248
3642,2045,504,42,424
3643,2045,280,170,94
3644,2045,306,176,124
3645,2045,6021,3669,2144
3646,2045,1094,372,576
3648,2045,616,252,352
3649,2045,486,103,383
3650,2045,1405,354,475
3651,2045,1228,790,424
3652,2045,1303,121,1180
3653,2045,1777,1076,681
3654,2045,84,24,58
3655,2045,1205,668,525
3656,2045,472,140,308
3657,2045,826,250,576
3658,2045,268,10,90
3659,2045,6,0,0
3660,2045,80,4,6
3661,2045,403,347,56
3662,2045,945,228,577
3663,2045,44,12,32
3664,2045,861,189,618
3665,2045,202,36,132
3666,2045,122,24,86
3667,2045,694,232,288
3668,2045,767,317,351
3669,2045,972,501,268
3670,2045,1956,1159,729
3671,2045,720,302,217
3672,2045,1260,570,608
3673,2045,0,0,0
3674,2045,132,3,114
3675,2045,128,3,110
3676,2045,298,156,132
3677,2045,0,0,0
3678,2045,160,4,104
3679,2045,0,0,0
3680,2045,613,548,64
3681,2045,0,0,0
3682,2045,38,12,24
3683,2045,0,0,0
3684,2045,130,0,24
3685,2045,650,96,546
3686,2045,743,344,205
3687,2045,964,190,312
3688,2045,1517,418,48
3689,2045,607,261,324
3690,2045,269,145,124
3691,2045,356,50,246
3692,2045,701,639,62
3693,2045,0,0,0
3694,2045,4,0,4
3695,2045,137,4,122
3696,2045,1537.5,4.3,1533.2
3697,2045,300,152,141
3698,2045,556,82,426
3699,2045,4264.55,492.35,2961.45
3700,2045,3781.4,130.3,2483.75
3701,2045,631,168,286
3702,2045,512.8,454.3,51.6
3703,2045,490.2,68.8,273.4
3704,2045,369.8,64.5,283.8
3705,2045,0,0,0
3706,2045,364,200,162
3707,2045,202,82,104
3708,2045,2253,164,2060
3709,2045,2022,1654,368
3710,2045,204.25,6.45,191.35
3711,2045,3458,594,2354
3712,2045,934,488,446
3713,2045,1105,476,577
3714,2045,1069,415,556
3715,2045,1079,615,238
3716,2045,270,196,53
3717,2045,1468,206,1210
3718,2045,1012,56,902
3719,2045,0,0,0
3720,2045,14,4,8
3721,2045,6,6,0
3722,2045,3695.25,287.4,3206.65
3723,2045,6468.8,611.7,5763.05
3724,2045,1036.9,307.2,725.4
3725,2045,805.45,246.25,486.25
3726,2045,737.4,81.85,627.7
3727,2045,1278.9,118.25,1048.9
3728,2045,879.35,571.9,288.1
3729,2045,997.6,503.1,472.45
3730,2045,3123.7,134.9,2930.85
3731,2045,805,440,341
3732,2045,130,2,113
3733,2045,346,152,32
3734,2045,1038,118,919
3735,2045,1159,318,805
3736,2045,442,8,351
3737,2045,834,174,329
3738,2045,1031,247,726
3739,2045,142,105,37
3741,2045,1878,1099,527
3742,2045,704,103,582
3743,2045,825,349,448
3744,2045,1182.5,840.65,302.45
3745,2045,47.3,12.9,32.25
3746,2045,918.05,531.05,323.65
3747,2045,225.75,45.15,166.45
3748,2045,1497.2,450.5,846.75
3749,2045,1037.6,162.55,395.7
3750,2045,1423.3,1130.9,39
3752,2045,412,10,290
3753,2045,1457.85,568.95,447.75
3754,2045,1767.35,667.1,666.2
3755,2045,4665.5,1222.4,2856.35
3756,2045,2215.2,1456.9,397.1
3757,2045,524.7,300.45,170.5
3758,2045,3936.2,2584.45,1346
3759,2045,2021,761,973
3760,2045,1473,227,1202
3761,2045,874.05,243.45,619.85
3762,2045,231,115,116
3763,2045,1415.9,25.8,1385.8
3764,2045,654,336,312
3765,2045,946,563,373
3766,2045,612,29,535
3767,2045,169.85,55.9,113.95
3768,2045,896.2,124.7,721.2
3769,2045,832.05,670.8,133.35
3770,2045,1012.65,109.65,455.4
3771,2045,118.25,40.85,77.4
3772,2045,483.75,219.3,219.75
3773,2045,520.3,378.4,99.9
3774,2045,36.55,32.25,4.3
3775,2045,2495.85,133.3,2139.55
3776,2045,1104.95,262.3,735.15
3777,2045,586.95,62.35,468.3
3778,2045,1012.85,322.7,665.85
3779,2045,1790.4,795.15,402.7
3780,2045,422.9,175.3,247.6
3781,2045,3010.05,2742.15,240.8
3782,2045,1414.7,1378.15,36.55
3783,2045,1117.25,103.2,934.5
3785,2045,408.5,122.55,152.5
3786,2045,1610.95,51.6,1556.35
3787,2045,685.85,414.95,231.5
3788,2045,367.65,180.6,180.6
3789,2045,217.15,19.35,146.2
3790,2045,496.65,90.3,197.2
3791,2045,670.8,45.15,492.35
3792,2045,617.05,425.7,160.4
3793,2045,365.5,30.1,187.85
3794,2045,43,0,23
3795,2045,1111.35,79.35,645
3796,2045,1180.85,3.45,165.6
3797,2045,105.35,8.6,2.15
3798,2045,277.35,0,264.45
3799,2045,81.7,0,4.3
3800,2045,312,66,118
3801,2045,24,2,22
3802,2045,174,0,58
3803,2045,22,20,0
3804,2045,639,288.4,213
3805,2045,205,157,48
3806,2045,0,0,0
3807,2045,368,185,172
3808,2045,600,197,284
3809,2045,283.95,71.1,147.55
3810,2045,1403.15,545.3,345.6
3811,2045,653,189,422
3812,2045,118,32,80
3813,2045,22,0,20
3814,2045,36,0,24
3815,2045,36,4,8
3816,2045,36,0,2
3817,2045,608,0,164
3818,2045,34,12,22
3819,2045,54,22,32
3820,2045,16,0,6
3821,2045,12,10,2
3822,2045,754,12,0
3823,2045,6,0,6
3824,2045,20,0,16
3825,2045,10,0,10
3826,2045,742,0,8
3827,2045,206,86,60
3828,2045,12,0,12
3829,2045,177,4,148
3830,2045,219,207,8
3831,2045,34,12,20
3832,2045,408,220,98
3833,2045,82,0,10
3834,2045,1700,340,1040
3835,2045,138,0,34
3836,2045,2,2,0
3837,2045,70,30,30
3838,2045,110,4,22
3839,2045,916,98,745
3840,2045,2246,961,896
3841,2045,12,6,2
3842,2045,140,30,100
3843,2045,76,54,12
3844,2045,314,89,211
3845,2045,367,10,329
3846,2045,213,12,150
3847,2045,658,38,494
3848,2045,550,312,185
3849,2045,813,426,370
3850,2045,24,0,22
3851,2045,8,0,8
3852,2045,70,18,46
3853,2045,0,0,0
3854,2045,228,125,51
3855,2045,318,0,290
3856,2045,26,2,24
3857,2045,322,3,152
3858,2045,106,12,70
3859,2045,10,0,10
3860,2045,190,152,38
3861,2045,0,0,0
3863,2045,236,32,4
3864,2045,187,0,26
3865,2045,234,20,12
3866,2045,1005,797,204
3867,2045,0,0,0
3868,2045,1368,332,30
3869,2045,1748,968,346
3871,2045,3866,1015,1288
3872,2045,4593,0,12
3873,2045,1476,50,0
3874,2045,915,804,0
3875,2045,801,111,14
3876,2045,2094,1762,198
3877,2045,20,2,18
3878,2045,0,0,0
3879,2045,84,34,50
3880,2045,38,4,18
3881,2045,0,0,0
3882,2045,1708,346,278
3883,2045,166,62,6
3884,2045,62,0,60
3885,2045,24,6,18
3886,2045,32,0,32
3887,2045,186,52,126
3888,2045,14,4,10
3889,2045,0,0,0
3890,2045,0,0,0
3891,2045,40,38,0
3893,2045,0,0,0
3895,2045,96,88,4
3896,2045,0,0,0
3897,2045,20,2,16
3899,2045,56,56,0
3901,2045,544,102,2
3902,2045,653,118,471
3903,2045,292,58,122
3904,2045,524,4,0
3906,2045,798,196,602
3907,2045,136,56,72
3908,2045,104,4,100
3909,2045,6,6,0
3910,2045,0,0,0
3911,2045,20,20,0
3912,2045,20,10,10
3913,2045,8,6,0
3914,2045,0,0,0
3915,2045,12,0,12
3916,2045,38,28,2
3917,2045,0,0,0
3918,2045,0,0,0
3919,2045,6,0,6
3920,2045,24,20,4
3921,2045,156,10,52
3922,2045,519,328,160
3923,2045,1666,82,0
3924,2045,2554,840,1540
3925,2045,1064,158,74
3927,2045,1082,529,380
3928,2045,546,292,8
3929,2045,425,169,163
3930,2045,1545,974,289
3931,2045,213,10,190
3932,2045,1716,289,922
3933,2045,0,0,0
3934,2045,12,8,0
3935,2045,26,20,4
3936,2045,4,0,2
3937,2045,12,0,0
3938,2045,40,0,40
3939,2045,46,30,16
3940,2045,0,0,0
3941,2045,238,138,32
3942,2045,48,44,4
3943,2045,0,0,0
3944,2045,2,0,2
3945,2045,12,10,2
3946,2045,12,0,12
3947,2045,6,0,6
3948,2045,22,2,20
3949,2045,130,0,90
3950,2045,0,0,0
3951,2045,1771,66,1705
3952,2045,148,126,20
3953,2045,104,78,26
3954,2045,552,172,262
3955,2045,1278,552,580
3956,2045,180,22,158
3957,2045,300,8,66
3958,2045,76,20,32
3959,2045,0,0,0
3960,2045,0,0,0
3961,2045,0,0,0
3962,2045,16,0,14
3963,2045,8,2,6
3964,2045,158,0,14
3965,2045,138,8,130
3966,2045,68,30,2
3967,2045,4,0,4
3968,2045,96,88,8
3969,2045,0,0,0
3970,2045,6,6,0
3971,2045,12,0,0
3972,2045,24,10,0
3973,2045,98,0,98
3974,2045,66,0,66
3975,2045,276,4,8
3976,2045,970,14,474
3977,2045,92,42,50
3978,2045,28,0,28
3979,2045,8,0,8
3980,2045,0,0,0
3981,2045,10,0,10
3982,2045,28,24,0
3983,2045,336,178,142
3984,2045,182,10,112
3985,2045,2,0,2
3987,2045,2,0,2
3989,2045,10,0,6
3990,2045,202,64,2
3991,2045,0,0,0
3992,2045,10,0,8
3993,2045,0,0,0
3994,2045,0,0,0
3995,2045,12,8,4
3996,2045,600,444,138
3997,2045,96,26,40
3998,2045,60,28,24
3999,2045,70,6,64
4000,2045,106,46,48
4001,2045,171,13,148
4002,2045,122,16,100
4003,2045,20,12,6
4004,2045,182,128,34
4005,2045,284,64,204
4006,2045,42,0,40
4007,2045,292,62,230
4008,2045,132,70,56
4009,2045,776,320,431
4010,2045,318,283,34
4011,2045,120,38,76
4012,2045,721,168,110
4013,2045,649,329,303
4014,2045,74,10,64
4015,2045,26,10,6
4017,2045,104,6,68
4018,2045,48,0,6
4019,2045,10,0,6
4020,2045,0,0,0
4021,2045,0,0,0
4022,2045,18,16,2
4023,2045,12,4,8
4024,2045,34,14,18
4025,2045,24,24,0
4026,2045,48,0,48
4027,2045,6,0,0
4028,2045,4,4,0
4029,2045,2,0,0
4030,2045,96,4,18
4031,2045,20,2,18
4032,2045,92,42,42
4033,2045,100,98,2
4034,2045,284,76,164
4035,2045,60,10,46
4036,2045,24,0,10
4037,2045,634,456,54
4038,2045,0,0,0
4039,2045,4,0,4
4040,2045,0,0,0
4041,2045,32,16,12
4042,2045,32,2,0
4043,2045,6,0,6
4044,2045,368,180,114
4045,2045,162,90,48
4046,2045,532,30,206
4047,2045,1826,840,460
4048,2045,280,238,42
4049,2045,390,160,212
4050,2045,559,174,367
4051,2045,1252,558,544
4052,2045,724,178,438
4053,2045,22,0,14
4054,2045,22,22,0
4055,2045,6,0,6
4056,2045,4,0,0
4057,2045,0,0,0
4058,2045,4,2,0
4059,2045,26,0,18
4060,2045,62,8,54
4061,2045,6,0,6
4062,2045,0,0,0
4063,2045,0,0,0
4064,2045,18,14,4
4065,2045,0,0,0
4066,2045,16,0,14
4067,2045,28,8,2
4068,2045,4,0,4
4069,2045,154,154,0
4070,2045,0,0,0
4071,2045,0,0,0
4072,2045,12,6,6
4073,2045,60,50,10
4074,2045,0,0,0
4075,2045,2,0,0
4076,2045,36,30,6
4077,2045,2,0,0
4078,2045,34,0,4
4079,2045,6,0,6
4080,2045,838,295,517
4081,2045,546,200,168
4082,2045,392,152,112
4083,2045,192,44,46
4084,2045,72,44,24
4085,2045,7608,4955,2041
4086,2045,5114,1430,1254
4087,2045,3253,324,2574
4088,2045,503,229,244
4089,2045,6189,418,5138
4090,2045,169,71,76
4091,2045,450,44,374
4092,2045,1607,868,659
4093,2045,734,648,86
4094,2045,1764,2,1691
4095,2045,14,0,14
4096,2045,464,166,226
4097,2045,2026,512,1184
4098,2045,3261,826,2113
4099,2045,339,4,137
4100,2045,1012,731,260
4101,2045,459,13,399
4102,2045,2879,46,2575
4103,2045,316,7,299
4104,2045,11252,4297,6402
4105,2045,7644,1887,5646
4106,2045,3713,793,2902
4107,2045,1608,190,1205
4108,2045,4079,2742,1185
4109,2045,4522,546,3679
4110,2045,8132,3253,4281
4111,2045,220,32,162
4112,2045,7183,3720,3172
4113,2045,6404,1992,2894
4114,2045,1108,240,864
4115,2045,4395,2466,1855
4116,2045,2826,1530,1276
4117,2045,2944,876,1412
4118,2045,1445,326,1063
4119,2045,308,72,132
4120,2045,6776,2759,3347
4121,2045,576,118,442
4122,2045,6635,1254,4670
4123,2045,3836,227,2207
